IdCliente,Fecha Nacimiento,Actividad Laboral,Estado Civil,Nivel Educacional,Tiene Mora,Saldo Medio Anual,Tiene Crédito Hipotecario,Tiene Crédito de Consumo,Medio de Contacto Preferente,Contactos con su Ejecutivo,Tiene Inversiones
1478,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,614000,No,No,Celular,0,No
1479,1969-03-24,Trabajador Dependiente,Casado,Universitario,No,2301000,No,No,Celular,0,No
1480,1965-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,1163000,No,No,Celular,0,Si
1481,1964-03-24,Técnico,Casado,Técnico Profesional,No,91000,No,No,Celular,0,No
1482,1963-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,0,No,No,Celular,0,No
1483,1967-03-24,Trabajador Dependiente,Casado,Universitario,No,1138000,Si,No,Celular,0,No
1484,1963-03-24,Trabajador Dependiente,Casado,Técnico Profesional,No,0,No,No,Celular,0,No
1485,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,486000,No,No,Celular,0,No
1486,1970-03-24,Trabajador Independiente,Casado,Enseñanza Media,No,1690000,No,No,Celular,0,No
1487,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,2194000,Si,No,Fono Particular,9,No
1488,1969-03-24,Trabajador Dependiente,Casado,Universitario,No,1914000,Si,No,Celular,3,No
1489,1967-03-24,Trabajador Dependiente,Casado,Universitario,No,130000,No,No,Celular,0,No
1490,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,2041000,No,No,Fono Particular,7,No
1491,1956-03-24,Jubilado,Divorciado,Enseñanza Básica,No,-79000,Si,Si,Celular,0,No
1492,1964-03-24,Técnico,Casado,Técnico Profesional,No,478000,No,No,Celular,5,No
1493,1968-03-24,Trabajador Dependiente,Casado,Técnico Profesional,No,3875000,Si,No,Celular,0,No
1494,1959-03-24,Trabajador Dependiente,Divorciado,Técnico Profesional,No,-49000,Si,No,Celular,2,No
1495,1966-03-24,Trabajador Dependiente,Divorciado,Universitario,No,615000,Si,No,Celular,0,No
1496,1968-03-24,Trabajador Dependiente,Casado,Universitario,No,221000,No,No,Celular,0,No
1497,1963-03-24,Técnico,Soltero,Técnico Profesional,No,0,No,No,Fono Particular,0,No
1498,1966-03-24,Trabajador Dependiente,Casado,Universitario,No,6132000,No,No,Celular,0,No
1499,1964-03-24,Trabajador Dependiente,Casado,Universitario,No,1801000,No,No,Fono Particular,0,No
1500,1964-03-24,Gerente,Casado,Universitario,No,5041000,No,No,Fono Particular,0,Si
1501,1964-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,1369000,No,Si,Celular,0,No
1502,1971-03-24,Trabajador Dependiente,Casado,Universitario,No,404000,No,No,Celular,2,Si
1503,1965-03-24,Trabajador Dependiente,Divorciado,Universitario,No,2063000,No,No,Celular,0,No
1504,1966-03-24,Técnico,Casado,Técnico Profesional,No,21000,No,No,Fono Particular,0,No
1505,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,576000,No,No,Celular,0,No
1506,1970-03-24,Trabajador Dependiente,Divorciado,Universitario,No,439000,No,Si,Celular,1,Si
1507,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,205000,No,No,Celular,0,No
1508,1967-03-24,Trabajador Dependiente,Divorciado,Universitario,No,4000,Si,No,Celular,2,No
1509,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,846000,No,No,Fono Particular,0,Si
1510,1964-03-24,Gerente,Casado,Universitario,No,21088000,Si,No,Celular,0,No
1511,1971-03-24,Trabajador Dependiente,Casado,Técnico Profesional,No,1088000,Si,No,Celular,0,No
1512,1968-03-24,Trabajador Dependiente,Casado,Universitario,No,3461000,No,No,Celular,2,No
1513,1971-03-24,Gerente,Casado,Universitario,No,1574000,No,No,Celular,1,No
1514,1969-03-24,Trabajador Dependiente,Divorciado,Universitario,No,1923000,No,No,Celular,0,No
1515,1965-03-24,Trabajador Dependiente,Divorciado,Universitario,No,2063000,No,No,Celular,2,No
1516,1966-03-24,Trabajador Dependiente,Casado,Universitario,No,1740000,No,No,Celular,2,No
1517,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,261000,Si,Si,Celular,1,No
1518,1971-03-24,Gerente,Casado,Universitario,No,3824000,No,No,Celular,0,No
1519,1967-03-24,Trabajador Dependiente,Casado,Universitario,No,283000,No,No,Celular,0,No
1520,1955-03-24,Jubilado,Divorciado,Universitario,No,-134000,No,No,Celular,4,No
1521,1963-03-24,Trabajador Independiente,Casado,Enseñanza Media,No,18000,Si,Si,Celular,1,No
1522,1963-03-24,Trabajador Dependiente,Casado,Enseñanza Media,Si,-396000,Si,No,Celular,1,No
1523,1969-03-24,Trabajador Dependiente,Divorciado,Universitario,No,1608000,Si,No,Celular,0,No
1524,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,5789000,Si,No,Celular,0,No
1525,1968-03-24,Trabajador Dependiente,Soltero,Universitario,No,860000,Si,No,Celular,0,No
1526,1967-03-24,Trabajador Dependiente,Casado,Universitario,No,193000,Si,No,Fono Particular,0,No
1527,1959-03-24,Técnico,Casado,Técnico Profesional,No,-247000,Si,No,Fono Particular,1,No
1528,1958-03-24,Trabajador Dependiente,Divorciado,Enseñanza Media,No,-41000,Si,Si,Celular,1,No
1529,1968-03-24,Trabajador Dependiente,Casado,Universitario,No,1139000,No,No,Celular,2,No
1530,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,5798000,Si,No,Celular,0,No
1531,1964-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,37000,No,No,Celular,0,No
1532,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,263000,No,No,Celular,2,No
1533,1967-03-24,Gerente,Casado,Universitario,No,544000,No,No,Celular,2,Si
1534,1969-03-24,Trabajador Dependiente,Casado,Universitario,No,29184000,No,No,Fono Particular,0,No
1535,1964-03-24,Trabajador Dependiente,Casado,Universitario,No,3547000,No,No,Fono Particular,0,Si
1536,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,2196000,No,No,Celular,0,No
1537,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,1541000,No,No,Celular,0,No
1538,1969-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,11904000,No,No,Fono Particular,0,No
1539,1966-03-24,Trabajador Dependiente,Casado,Universitario,No,1047000,No,No,Celular,4,Si
1540,1963-03-24,Trabajador Dependiente,Divorciado,Universitario,No,162000,No,No,Emailing,0,No
1541,1963-03-24,Técnico,Casado,Técnico Profesional,No,0,No,No,Celular,0,No
1542,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Celular,8,No
1543,1965-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,182000,No,No,Celular,10,No
1544,1967-03-24,Trabajador Dependiente,Casado,Universitario,No,2389000,Si,Si,Celular,0,No
1545,1968-03-24,Obrero,Casado,Enseñanza Básica,No,5000,No,No,Celular,2,No
1546,1965-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,182000,No,No,Celular,5,No
1547,1968-03-24,Empresario,Casado,Técnico Profesional,No,2408000,No,No,Fono Particular,0,No
1548,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,7929000,No,No,Emailing,0,Si
1549,1971-03-24,Trabajador Dependiente,Casado,Universitario,No,2060000,No,No,Celular,3,No
1550,1967-03-24,Trabajador Dependiente,Casado,Universitario,No,18967000,Si,No,Celular,0,Si
1551,1969-03-24,Trabajador Dependiente,Casado,Universitario,No,438000,Si,No,Fono Particular,0,No
1552,1971-03-24,Gerente,Casado,Universitario,No,3401000,No,No,Celular,2,No
1553,1968-03-24,Obrero,Casado,Enseñanza Básica,No,5000,No,No,Celular,1,No
1554,1966-03-24,Gerente,Casado,Técnico Profesional,No,264000,No,No,Fono Particular,0,No
1555,1970-03-24,Trabajador Dependiente,Divorciado,Universitario,No,979000,Si,No,Celular,1,Si
1556,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,938000,No,No,Celular,0,Si
1557,1970-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,1906000,No,No,Fono Particular,2,No
1558,1969-03-24,Técnico,Casado,Técnico Profesional,No,294000,No,No,Fono Particular,0,No
1559,1969-03-24,Gerente,Divorciado,Universitario,No,366000,No,No,Celular,0,No
1560,1971-03-24,Trabajador Dependiente,Casado,Universitario,No,5003000,No,No,Fono Particular,0,No
1561,1964-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,55000,No,No,Celular,0,No
1562,1963-03-24,Técnico,Casado,Técnico Profesional,No,0,Si,No,Fono Particular,0,No
1563,1968-03-24,Trabajador Dependiente,Casado,Técnico Profesional,No,878000,No,No,Celular,0,No
1564,1971-03-24,Trabajador Dependiente,Casado,Universitario,No,3563000,No,No,Celular,0,No
1565,1969-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,2769000,No,No,Celular,0,No
1566,1971-03-24,Trabajador Dependiente,Casado,Universitario,No,1538000,No,No,Celular,0,No
1567,1963-03-24,Obrero,Casado,Enseñanza Básica,No,0,No,Si,Celular,0,No
1568,1971-03-24,Gerente,Casado,Universitario,No,13238000,No,No,Celular,0,No
1569,1970-03-24,Trabajador Dependiente,Divorciado,Universitario,No,3427000,No,No,Celular,0,No
1570,1963-03-24,Trabajador Dependiente,Divorciado,Universitario,No,468000,No,No,Celular,0,No
1571,1963-03-24,Trabajador Dependiente,Casado,Universitario,Si,-108000,No,Si,Celular,0,No
1572,1970-03-24,Gerente,Casado,Universitario,No,1573000,No,No,Fono Particular,0,No
1573,1966-03-24,Trabajador Dependiente,Casado,Universitario,No,75000,No,Si,Celular,0,No
1574,1959-03-24,Técnico,Divorciado,Técnico Profesional,No,-85000,No,Si,Fono Particular,0,No
1575,1964-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,280000,No,No,Fono Particular,0,No
1576,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,1141000,No,Si,Celular,0,No
1577,1967-03-24,Trabajador Dependiente,Divorciado,Universitario,No,598000,No,Si,Celular,0,No
1578,1968-03-24,Gerente,Casado,Universitario,No,725000,Si,No,Celular,0,No
1579,1967-03-24,Trabajador Dependiente,Casado,Universitario,No,49000,No,Si,Celular,0,No
1580,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,0,Si,No,Celular,0,No
1581,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,781000,Si,Si,Celular,0,No
1582,1965-03-24,Empresario,Divorciado,Técnico Profesional,No,2648000,No,No,Celular,0,No
1583,1963-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,-63000,Si,No,Celular,0,No
1584,1971-03-24,Trabajador Dependiente,Casado,Universitario,No,17297000,No,No,Celular,0,Si
1585,1964-03-24,Trabajador Dependiente,Casado,Técnico Profesional,No,1396000,No,Si,Celular,0,No
1586,1965-03-24,Obrero,Casado,Enseñanza Básica,No,11000,No,No,Fono Particular,0,No
1587,1968-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,5000,No,No,Celular,0,No
1588,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Celular,0,No
1589,1968-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,41000,No,No,Celular,0,No
1590,1965-03-24,Trabajador Independiente,Casado,Enseñanza Básica,No,362000,No,Si,Celular,0,No
1591,1969-03-24,Gerente,Casado,Universitario,No,6657000,Si,No,Celular,0,No
1592,1971-03-24,Trabajador Independiente,Soltero,Universitario,No,179000,No,Si,Celular,0,No
1593,1968-03-24,Trabajador Dependiente,Divorciado,Universitario,No,1382000,No,No,Celular,0,No
1594,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,241000,Si,No,Fono Particular,0,No
1595,1963-03-24,Trabajador Dependiente,Casado,Técnico Profesional,No,963000,No,No,Celular,0,No
1596,1963-03-24,Trabajador Dependiente,Casado,Enseñanza Media,No,0,No,No,Celular,0,No
1597,1965-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,155000,No,No,Celular,0,No
1598,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Celular,0,No
1599,1958-03-24,Trabajador Dependiente,Casado,Universitario,Si,-311000,No,No,Celular,0,No
1600,1968-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,887000,No,No,Celular,0,No
1601,1966-03-24,Gerente,Casado,Universitario,No,759000,No,No,Celular,0,No
1602,1968-03-24,Trabajador Dependiente,Casado,Enseñanza Media,No,5000,No,No,Celular,0,No
1603,1968-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,491000,No,No,Celular,0,No
1604,1968-03-24,Trabajador Dependiente,Casado,Universitario,No,2858000,No,No,Celular,0,No
1605,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,2041000,No,No,Fono Particular,0,No
1606,1969-03-24,Trabajador Dependiente,Casado,Universitario,No,3570000,No,No,Fono Particular,0,No
1607,1963-03-24,Trabajador Dependiente,Casado,Enseñanza Media,No,90000,Si,No,Celular,0,No
1608,1965-03-24,Trabajador Dependiente,Soltero,Enseñanza Media,No,74000,Si,No,Fono Particular,0,No
1609,1966-03-24,Trabajador Dependiente,Divorciado,Universitario,No,381000,Si,No,Celular,4,No
1610,1963-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,0,Si,No,Celular,1,No
1611,1964-03-24,Gerente,Casado,Universitario,No,13546000,No,No,Celular,0,Si
1612,1966-03-24,Gerente,Casado,Universitario,No,3387000,No,No,Celular,0,No
1613,1969-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,15000,No,No,Celular,0,No
1614,1970-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,97000,No,No,Celular,0,No
1615,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,493000,No,No,Celular,0,Si
1616,1970-03-24,Trabajador Dependiente,Casado,Enseñanza Media,No,7000,No,Si,Celular,0,No
1617,1966-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,5421000,No,No,Celular,0,No
1618,1964-03-24,Trabajador Dependiente,Casado,Universitario,No,262000,No,No,Celular,0,No
1619,1971-03-24,Trabajador Dependiente,Casado,Universitario,No,3122000,No,No,Fono Particular,0,No
1620,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,252000,Si,Si,Celular,3,No
1621,1967-03-24,Trabajador Dependiente,Casado,Universitario,No,292000,No,Si,Celular,4,No
1622,1971-03-24,Trabajador Dependiente,Soltero,Universitario,No,305000,Si,No,Celular,3,No
1623,1968-03-24,Trabajador Dependiente,Casado,Universitario,No,3461000,No,No,Celular,0,No
1624,1965-03-24,Trabajador Dependiente,Divorciado,Universitario,No,758000,No,No,Celular,0,No
1625,1967-03-24,Trabajador Dependiente,Casado,Universitario,No,4243000,Si,No,Celular,1,No
1626,1963-03-24,Trabajador Independiente,Casado,Técnico Profesional,No,0,No,No,Celular,0,No
1627,1963-03-24,Trabajador Dependiente,Casado,Enseñanza Media,No,0,No,No,Celular,0,No
1628,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,594000,Si,No,Celular,5,No
1629,1968-03-24,Trabajador Dependiente,Casado,Técnico Profesional,No,6557000,No,No,Celular,0,No
1630,1964-03-24,Trabajador Dependiente,Casado,Universitario,No,73000,No,No,Fono Particular,0,No
1631,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,1361000,No,No,Celular,0,No
1632,1966-03-24,Trabajador Dependiente,Casado,Universitario,No,345000,Si,Si,Celular,0,No
1633,1963-03-24,Trabajador Dependiente,Soltero,Universitario,No,2934000,No,No,Celular,0,No
1634,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,1433000,No,No,Celular,0,No
1635,1964-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,1720000,No,No,Fono Particular,0,No
1636,1966-03-24,Trabajador Dependiente,Casado,Universitario,No,804000,No,No,Celular,0,No
1637,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Celular,0,No
1638,1964-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,2008000,No,No,Celular,0,No
1639,1969-03-24,Trabajador Dependiente,Casado,Universitario,No,3462000,No,No,Celular,0,No
1640,1966-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,957000,No,No,Celular,0,No
1641,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,2221000,No,No,Celular,0,No
1642,1971-03-24,Trabajador Dependiente,Casado,Universitario,No,1025000,No,No,Celular,0,No
1643,1970-03-24,Trabajador Dependiente,Divorciado,Universitario,No,151000,No,No,Celular,0,No
1644,1968-03-24,Gerente,Divorciado,Universitario,No,581000,Si,No,Celular,0,No
1645,1966-03-24,Trabajador Dependiente,Casado,Universitario,No,759000,No,No,Celular,0,No
1646,1969-03-24,Trabajador Dependiente,Casado,Universitario,No,591000,No,No,Fono Particular,0,No
1647,1966-03-24,Técnico,Soltero,Técnico Profesional,No,12000,No,No,Celular,0,No
1648,1970-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,115000,No,No,Celular,0,No
1649,1965-03-24,Gerente,Casado,Universitario,No,371000,No,Si,Celular,0,No
1650,1967-03-24,Trabajador Dependiente,Casado,Universitario,No,1210000,No,No,Celular,0,No
1651,1966-03-24,Gerente,Soltero,Universitario,No,2190000,No,No,Celular,0,No
1652,1957-03-24,Jubilado,Casado,Enseñanza Media,No,-240000,No,No,Celular,0,No
1653,1964-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,172000,No,No,Celular,0,No
1654,1956-03-24,Obrero,Casado,Enseñanza Media,No,-223000,No,Si,Celular,0,No
1655,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,1339000,No,Si,Celular,0,No
1656,1961-03-24,Trabajador Dependiente,Divorciado,Enseñanza Básica,No,-137000,Si,No,Celular,0,No
1657,1963-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,0,No,Si,Fono Particular,0,No
1658,1963-03-24,Trabajador Independiente,Casado,Técnico Profesional,No,0,No,No,Fono Particular,0,No
1659,1971-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,566000,No,Si,Celular,0,No
1660,1970-03-24,Trabajador Dependiente,Divorciado,Enseñanza Básica,No,61000,Si,No,Fono Particular,0,No
1661,1963-03-24,Trabajador Dependiente,Soltero,Universitario,No,0,No,Si,Celular,0,No
1662,1964-03-24,Trabajador Dependiente,Casado,Universitario,No,2557000,Si,No,Celular,0,Si
1663,1966-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,174000,Si,Si,Celular,1,No
1664,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,92000,No,No,Fono Particular,0,No
1665,1964-03-24,Trabajador Dependiente,Divorciado,Universitario,No,4519000,No,No,Celular,0,No
1666,1963-03-24,Técnico,Casado,Técnico Profesional,No,216000,Si,Si,Celular,0,No
1667,1970-03-24,Técnico,Casado,Técnico Profesional,No,358000,No,No,Celular,2,No
1668,1967-03-24,Gerente,Casado,Universitario,No,553000,Si,No,Celular,3,No
1669,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,272000,No,No,Celular,0,No
1670,1971-03-24,Trabajador Dependiente,Casado,Enseñanza Media,No,143000,No,No,Fono Particular,0,No
1671,1955-03-24,Técnico,Casado,Técnico Profesional,No,-71000,Si,Si,Celular,0,No
1672,1969-03-24,Trabajador Dependiente,Divorciado,Universitario,No,663000,No,Si,Celular,1,No
1673,1968-03-24,Trabajador Dependiente,Casado,Universitario,No,2552000,No,Si,Celular,4,No
1674,1967-03-24,Trabajador Dependiente,Casado,Universitario,No,2722000,No,No,Celular,0,Si
1675,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,711000,No,No,Celular,0,No
1676,1968-03-24,Técnico,Casado,Técnico Profesional,No,131000,No,No,Celular,0,No
1677,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,1141000,No,No,Celular,0,No
1678,1971-03-24,Trabajador Dependiente,Divorciado,Universitario,No,683000,No,No,Celular,0,No
1679,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,4428000,No,No,Celular,6,No
1680,1971-03-24,Trabajador Dependiente,Casado,Técnico Profesional,No,4256000,Si,No,Celular,4,Si
1681,1964-03-24,Trabajador Dependiente,Divorciado,Universitario,No,514000,No,No,Celular,10,Si
1682,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,7038000,No,No,Fono Particular,0,No
1683,1964-03-24,Trabajador Dependiente,Casado,Universitario,No,4348000,Si,No,Celular,12,No
1684,1966-03-24,Trabajador Dependiente,Casado,Universitario,No,975000,No,No,Celular,1,Si
1685,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,3735000,No,No,Celular,11,Si
1686,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,12980000,No,No,Celular,1,No
1687,1966-03-24,Trabajador Dependiente,Casado,Universitario,No,957000,No,No,Celular,3,Si
1688,1969-03-24,Gerente,Casado,Universitario,No,474000,No,No,Celular,3,Si
1689,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,315000,No,No,Celular,3,No
1690,1970-03-24,Técnico,Divorciado,Técnico Profesional,No,367000,No,No,Celular,0,No
1691,1971-03-24,Trabajador Dependiente,Casado,Técnico Profesional,No,4256000,Si,No,Celular,1,Si
1692,1967-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,211000,No,No,Celular,0,No
1693,1970-03-24,Trabajador Dependiente,Casado,Enseñanza Media,No,106000,No,No,Celular,1,No
1694,1965-03-24,Trabajador Dependiente,Divorciado,Universitario,No,2063000,No,No,Celular,3,No
1695,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Fono Particular,0,No
1696,1965-03-24,Trabajador Dependiente,Casado,Técnico Profesional,No,209000,No,No,Celular,1,No
1697,1964-03-24,Trabajador Dependiente,Casado,Universitario,No,631000,No,No,Celular,0,Si
1698,1966-03-24,Trabajador Dependiente,Casado,Universitario,No,6573000,Si,No,Celular,1,No
1699,1971-03-24,Trabajador Dependiente,Casado,Universitario,No,1853000,No,No,Celular,0,Si
1700,1964-03-24,Trabajador Dependiente,Casado,Universitario,No,523000,No,No,Celular,0,Si
1701,1970-03-24,Trabajador Independiente,Casado,Universitario,No,10861000,No,No,Celular,0,No
1702,1971-03-24,Gerente,Soltero,Universitario,No,1034000,Si,No,Celular,0,Si
1703,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Fono Particular,3,No
1704,1969-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,1167000,No,No,Celular,0,No
1705,1964-03-24,Trabajador Dependiente,Casado,Técnico Profesional,No,478000,No,No,Celular,0,No
1706,1963-03-24,Trabajador Dependiente,Casado,Enseñanza Media,No,0,No,No,Celular,0,No
1707,1970-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,71188000,No,No,Celular,0,No
1708,1967-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,1588000,No,No,Celular,0,Si
1709,1971-03-24,Trabajador Dependiente,Casado,Universitario,No,197000,No,No,Celular,0,No
1710,1969-03-24,Trabajador Dependiente,Divorciado,Universitario,No,12039000,No,No,Fono Particular,1,Si
1711,1966-03-24,Trabajador Dependiente,Soltero,Universitario,No,11262000,No,No,Celular,0,Si
1712,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,108000,No,No,Celular,0,No
1713,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,5267000,No,No,Celular,0,Si
1714,1966-03-24,Trabajador Dependiente,Casado,Universitario,No,1407000,Si,No,Celular,1,No
1715,1967-03-24,Trabajador Dependiente,Divorciado,Universitario,No,4000,Si,No,Celular,5,No
1716,1969-03-24,Técnico,Casado,Técnico Profesional,No,294000,No,No,Fono Particular,4,No
1717,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,3735000,No,No,Celular,9,Si
1718,1956-03-24,Trabajador Dependiente,Casado,Universitario,No,-70000,Si,No,Celular,0,No
1719,1963-03-24,Trabajador Dependiente,Divorciado,Universitario,No,0,Si,No,Fono Particular,6,No
1720,1963-03-24,Trabajador Dependiente,Divorciado,Enseñanza Media,Si,-639000,Si,No,Celular,0,No
1721,1969-03-24,Trabajador Dependiente,Divorciado,Universitario,No,4974000,Si,No,Celular,0,No
1722,1964-03-24,Trabajador Dependiente,Divorciado,Universitario,No,496000,Si,No,Celular,0,Si
1723,1966-03-24,Trabajador Dependiente,Divorciado,Universitario,No,174000,Si,No,Celular,1,No
1724,1965-03-24,Obrero,Casado,Enseñanza Básica,No,38000,Si,No,Celular,1,No
1725,1965-03-24,Gerente,Soltero,Universitario,No,560000,No,No,Celular,0,Si
1726,1970-03-24,Trabajador Independiente,Casado,Universitario,No,10861000,No,No,Celular,2,Si
1727,1966-03-24,Trabajador Dependiente,Casado,Universitario,No,6573000,Si,No,Celular,2,No
1728,1968-03-24,Trabajador Dependiente,Casado,Universitario,No,2147000,No,No,Fono Particular,0,No
1729,1971-03-24,Trabajador Dependiente,Casado,Universitario,No,10925000,No,No,Celular,1,Si
1730,1965-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,182000,No,No,Celular,3,No
1731,1966-03-24,Trabajador Dependiente,Casado,Técnico Profesional,No,4629000,Si,No,Celular,0,Si
1732,1968-03-24,Obrero,Casado,Enseñanza Básica,No,5000,No,No,Celular,0,No
1733,1971-03-24,Gerente,Casado,Universitario,No,3401000,No,No,Celular,1,Si
1734,1967-03-24,Trabajador Dependiente,Divorciado,Universitario,No,4243000,No,No,Celular,0,Si
1735,1964-03-24,Trabajador Dependiente,Divorciado,Enseñanza Básica,No,8434000,No,No,Fono Particular,0,No
1736,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,6271000,Si,No,Celular,5,No
1737,1964-03-24,Trabajador Dependiente,Casado,Universitario,No,523000,No,No,Celular,3,Si
1738,1970-03-24,Trabajador Dependiente,Casado,Enseñanza Media,No,106000,No,No,Celular,4,No
1739,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Fono Particular,6,No
1740,1964-03-24,Trabajador Dependiente,Divorciado,Enseñanza Media,No,1000,No,No,Celular,1,No
1741,1965-03-24,Trabajador Dependiente,Divorciado,Universitario,No,2000,No,No,Celular,2,No
1742,1967-03-24,Trabajador Dependiente,Casado,Enseñanza Básica,No,211000,No,No,Celular,1,No
1743,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,12980000,No,No,Celular,0,Si
1744,1964-03-24,Trabajador Dependiente,Soltero,Universitario,No,361000,No,No,Celular,0,No
1745,1969-03-24,Trabajador Dependiente,Casado,Universitario,No,6684000,Si,Si,Celular,0,No
1746,1967-03-24,Trabajador Dependiente,Divorciado,Enseñanza Media,No,4000,No,No,Fono Particular,0,No
1747,1971-03-24,Trabajador Dependiente,Casado,Universitario,No,1853000,No,No,Celular,1,Si
1748,1968-03-24,Trabajador Dependiente,Casado,Universitario,No,824000,Si,No,Celular,7,Si
1749,1967-03-24,Gerente,Casado,Universitario,No,2281000,No,No,Celular,0,Si
1750,1968-03-24,Trabajador Dependiente,Soltero,Universitario,No,473000,No,No,Celular,1,No
1751,1968-03-24,Trabajador Dependiente,Casado,Universitario,No,2516000,Si,Si,Celular,1,No
1752,1968-03-24,Trabajador Dependiente,Divorciado,Enseñanza Básica,No,2516000,No,No,Fono Particular,0,No
1753,1963-03-24,Trabajador Dependiente,Casado,Universitario,No,414000,No,No,Celular,0,No
1754,1970-03-24,Trabajador Dependiente,Divorciado,Universitario,No,385000,Si,No,Celular,0,No
1755,1970-03-24,Trabajador Dependiente,Casado,Universitario,No,322000,Si,No,Celular,0,No
1756,1965-03-24,Trabajador Dependiente,Casado,Universitario,No,2090000,Si,No,Celular,0,Si
1757,1967-03-24,Trabajador Dependiente,Casado,Universitario,No,1723000,No,No,Celular,3,No
1758,1964-03-24,Trabajador Dependiente,Divorciado,Universitario,No,4519000,No,No,Celular,1,No
