idCliente,edad,esJubilado,esObrero,esTrabajadorDependiente,esTécnico,esGerente,esTrabajadorIndependiente,esEmpresario,esDivorciado,esCasado,esSoltero,conEnsenanzaBasica,conEnsenanzaMedia,conTecnicoProfesional,conUniversitario,tieneMora,salMedioAnual,tieneCredHipot,tieneCredConsumo,medioContacPreferenteFonoParticular,medioContacPreferenteCelular,medioContacPreferenteEmailing,contConSuEjecutivo,tieneInv
9668,57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,173000,0,1,0,0,1,0,0
9669,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5699000,1,0,0,0,1,0,0
9670,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,139000,0,0,0,0,1,0,0
9671,57,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9672,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,49000,1,0,0,0,1,0,0
9673,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1234000,1,0,0,0,1,0,0
9674,57,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,339000,1,0,0,0,1,0,0
9675,57,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,61000,1,0,0,1,0,0,0
9676,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1533000,1,0,0,0,1,0,0
9677,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,206000,1,0,0,0,1,0,0
9678,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9679,57,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-84000,1,0,0,0,1,0,0
9680,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,797000,1,0,0,0,1,0,0
9681,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,964000,1,0,0,0,1,0,0
9682,57,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,71000,1,0,0,1,0,0,0
9683,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,249000,1,0,0,0,1,0,0
9684,57,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1716000,1,0,0,0,1,0,0
9685,57,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,41000,1,0,0,1,0,0,0
9686,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,562000,1,0,0,1,0,0,0
9687,57,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-97000,1,0,0,1,0,2,0
9688,57,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5043000,1,1,0,1,0,0,0
9689,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2320000,1,0,0,1,0,0,0
9690,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,732000,0,0,0,1,0,0,0
9691,57,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1716000,1,0,0,1,0,0,0
9692,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4979000,0,0,1,0,0,0,1
9693,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,378000,1,0,0,1,0,0,0
9694,57,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,495000,0,0,0,1,0,0,0
9695,57,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,218000,0,0,0,1,0,0,0
9696,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,101000,1,0,0,1,0,1,0
9697,57,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,799000,0,0,1,0,0,0,0
9698,57,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1349000,1,1,0,1,0,0,0
9699,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,253000,0,0,1,0,0,0,0
9700,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1047000,0,0,0,1,0,0,0
9701,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,36221000,0,0,0,1,0,0,0
9702,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3240000,0,0,0,1,0,0,0
9703,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,57435000,1,0,0,1,0,0,0
9704,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,72000,0,0,1,0,0,0,0
9705,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,797000,1,0,1,0,0,8,0
9706,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-315000,0,1,0,1,0,1,0
9707,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5423000,1,0,0,1,0,0,0
9708,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4374000,1,0,0,1,0,3,0
9709,57,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9710,57,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6825000,0,0,0,1,0,0,0
9711,57,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0
9712,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,414000,1,0,0,1,0,3,1
9713,57,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,405000,0,0,0,1,0,0,0
9714,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,388000,0,0,0,1,0,0,1
9715,57,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9716,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,565000,1,1,0,1,0,0,0
9717,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9718,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,268000,0,0,0,1,0,0,0
9719,57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,376000,0,0,0,1,0,0,0
9720,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9721,57,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9722,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,334000,0,0,0,1,0,0,0
9723,57,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,60000,0,1,0,1,0,0,0
9724,57,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,157000,0,0,0,1,0,0,0
9725,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,326000,0,0,0,1,0,0,0
9726,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,403000,0,0,0,1,0,0,0
9727,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,715000,0,0,0,1,0,0,0
9728,57,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,238000,0,0,0,1,0,0,0
9729,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6288000,0,0,0,1,0,0,0
9730,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-997000,0,1,0,1,0,0,0
9731,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1545000,0,0,0,1,0,0,0
9732,57,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9733,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2142000,1,0,0,1,0,1,0
9734,57,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,516000,1,1,0,1,0,0,0
9735,57,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13000,1,0,0,1,0,0,0
9736,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,881000,1,1,0,1,0,0,0
9737,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1822000,1,0,0,1,0,0,0
9738,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2015000,1,0,0,1,0,1,0
9739,57,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-1000,1,0,1,0,0,0,0
9740,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2420000,1,0,0,1,0,13,0
9741,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3924000,1,0,0,1,0,0,0
9742,57,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,567000,1,0,0,1,0,8,0
9743,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-70000,1,1,0,1,0,1,0
9744,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1458000,0,0,0,1,0,0,0
9745,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1227000,0,0,0,1,0,0,0
9746,57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,380000,1,0,0,1,0,0,0
9747,57,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2061000,1,1,0,1,0,3,0
9748,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9749,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12519000,1,0,0,0,1,0,0
9750,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,512000,1,1,0,1,0,3,0
9751,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,325000,1,0,0,1,0,0,0
9752,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,181000,1,0,0,1,0,0,0
9753,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1111000,1,0,0,1,0,0,0
9754,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,469000,0,0,0,1,0,0,1
9755,57,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,854000,0,0,0,1,0,0,0
9756,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,180000,1,0,0,1,0,0,0
9757,57,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-197000,1,0,0,1,0,0,0
9758,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2570000,0,0,0,1,0,0,0
9759,57,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9760,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,290000,0,1,0,1,0,0,0
9761,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3002000,0,0,0,1,0,0,0
9762,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,825000,1,0,0,1,0,1,0
9763,57,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3537000,0,0,0,0,1,0,1
9764,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,237000,0,1,1,0,0,0,0
9765,57,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,665000,0,0,1,0,0,0,0
9766,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4000,1,1,1,0,0,0,0
9767,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2479000,0,0,0,1,0,0,0
9768,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,633000,0,1,1,0,0,6,0
9769,57,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5420000,1,0,0,1,0,0,0
9770,57,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,246000,1,0,0,1,0,2,0
9771,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4278000,0,0,0,1,0,0,0
9772,57,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
9773,57,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2668000,0,0,1,0,0,0,0
9774,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1575000,0,0,0,1,0,0,0
9775,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,830000,0,0,0,1,0,2,0
9776,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,202000,0,1,0,1,0,0,0
9777,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4000,0,0,0,1,0,2,0
9778,57,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4861000,0,0,0,1,0,0,0
9779,57,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,8345000,0,0,0,1,0,1,1
9780,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,859000,1,1,1,0,0,7,0
9781,57,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1790000,0,1,0,1,0,0,0
9782,57,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,86000,0,0,1,0,0,0,0
9783,57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,-298000,1,0,0,1,0,0,0
9784,57,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3690000,0,0,0,1,0,0,0
9785,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,641000,0,0,0,1,0,0,0
9786,57,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,77000,0,0,0,1,0,0,0
9787,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,843000,0,1,0,1,0,0,0
9788,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2635000,0,0,0,1,0,0,0
9789,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,253000,0,0,0,1,0,0,0
9790,57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9791,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,85000,0,1,0,1,0,0,0
9792,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,126000,1,0,0,1,0,0,0
9793,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,15035000,1,0,0,1,0,0,0
9794,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3370000,0,0,0,1,0,0,1
9795,57,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,289000,1,0,0,1,0,0,0
9796,57,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,173000,1,0,0,1,0,15,0
9797,57,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,81000,0,0,0,1,0,0,0
9798,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,-470000,1,0,0,1,0,3,0
9799,57,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,496000,1,0,0,1,0,0,0
9800,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,284000,1,0,0,1,0,3,0
9801,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4000,1,1,0,1,0,0,0
9802,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2419000,1,0,0,1,0,3,0
9803,57,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5816000,1,0,1,0,0,2,0
9804,57,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,1,0,0,1,0,7,0
9805,57,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,-458000,1,0,0,1,0,0,0
9806,57,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,199000,0,0,0,1,0,2,0
9807,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,326000,1,0,0,1,0,2,0
9808,57,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,533000,1,0,0,1,0,0,0
9809,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1400000,1,0,0,1,0,0,0
9810,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,372000,1,0,1,0,0,0,0
9811,57,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,388000,1,0,0,1,0,2,0
9812,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1549000,1,0,0,1,0,6,0
9813,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8648000,0,0,0,1,0,1,1
9814,57,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,11,0
9815,57,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2,0
9816,57,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,50000,1,0,0,1,0,0,0
9817,57,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,65000,1,0,1,0,0,0,0
9818,57,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2410000,0,0,0,1,0,0,0
9819,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,267000,1,0,0,1,0,0,0
9820,57,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1390000,0,0,0,1,0,0,0
9821,57,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,985000,1,1,1,0,0,0,0
9822,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4117000,0,0,0,1,0,0,1
9823,57,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,11998000,0,0,0,1,0,0,0
9824,57,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,85000,0,0,0,1,0,0,0
9825,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,719000,0,1,0,1,0,0,0
9826,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12519000,1,0,0,1,0,1,1
9827,57,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2564000,1,0,0,1,0,8,0
9828,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,346000,0,0,0,1,0,0,0
9829,57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,-1455000,1,1,0,1,0,0,0
9830,57,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,81000,0,1,0,1,0,0,0
9831,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,19447000,1,1,0,1,0,0,0
9832,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,231000,1,0,0,1,0,0,0
9833,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2497000,1,0,0,1,0,1,0
9834,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3357000,0,0,0,1,0,0,1
9835,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,151000,0,0,0,1,0,0,0
9836,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,388000,0,0,0,1,0,2,0
9837,57,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1811000,0,0,0,1,0,0,0
9838,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,309000,0,0,1,0,0,0,0
9839,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1612000,0,0,0,1,0,2,1
9840,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1463000,0,1,0,1,0,0,0
9841,57,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,405000,0,0,0,1,0,6,0
9842,57,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2137000,0,0,0,1,0,0,0
9843,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5108000,1,0,0,1,0,0,0
9844,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3117000,0,0,0,1,0,1,0
9845,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2611000,0,0,0,1,0,2,0
9846,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2695000,0,0,0,1,0,2,0
9847,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1830000,0,0,0,1,0,0,0
9848,57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0
9849,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3608000,1,0,0,1,0,4,1
9850,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,6,0
9851,57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0
9852,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5108000,1,0,0,1,0,3,0
9853,57,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,82000,0,0,1,0,0,0,0
9854,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,377000,0,0,0,1,0,3,0
9855,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,402000,0,0,0,1,0,2,0
9856,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,78000,1,0,0,1,0,9,0
9857,57,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,315000,0,0,0,1,0,1,0
9858,57,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,486000,0,1,0,0,1,0,0
9859,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2955000,0,0,0,1,0,0,0
9860,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5969000,0,0,0,1,0,2,1
9861,57,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,51000,0,0,1,0,0,0,0
9862,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2366000,0,0,0,1,0,1,1
9863,57,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,431000,0,0,1,0,0,0,0
9864,57,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,810000,0,0,0,1,0,0,1
9865,57,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,78000,0,0,1,0,0,0,0
9866,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,268000,0,0,0,1,0,2,0
9867,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,619000,1,0,1,0,0,0,0
9868,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,59000,1,0,0,1,0,0,0
9869,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,556000,1,0,0,1,0,0,0
9870,57,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-54000,0,0,0,1,0,0,0
9871,57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,-701000,1,1,0,1,0,0,0
9872,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,201000,1,0,0,1,0,0,0
9873,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1679000,1,0,0,1,0,0,0
9874,57,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,5260000,1,0,0,1,0,0,0
9875,57,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,26000,0,1,1,0,0,0,0
9876,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,109000,1,0,0,1,0,0,0
9877,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1838000,1,1,0,1,0,0,0
9878,57,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,36000,0,0,0,1,0,0,0
9879,57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9880,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2065000,0,0,0,1,0,0,0
9881,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1824000,1,0,1,0,0,0,0
9882,57,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,106000,0,0,0,1,0,0,0
9883,57,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,12000,1,0,0,1,0,0,0
9884,57,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10052000,0,0,0,1,0,0,1
9885,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4000,0,0,0,1,0,0,0
9886,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,400000,0,0,0,1,0,0,0
9887,57,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-79000,0,1,0,1,0,0,0
9888,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,680000,0,0,0,1,0,0,0
9889,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9890,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1717000,0,0,1,0,0,0,0
9891,57,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,387000,0,0,0,1,0,0,0
9892,57,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,223000,0,0,0,1,0,0,0
9893,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,92000,0,1,0,1,0,0,0
9894,57,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5000,0,0,0,1,0,0,0
9895,57,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-315000,0,1,0,1,0,0,0
9896,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1293000,0,1,0,1,0,0,0
9897,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,258000,0,0,0,1,0,0,0
9898,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1240000,0,0,0,1,0,0,0
9899,57,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1503000,0,0,0,1,0,0,0
9900,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3558000,0,0,0,1,0,0,0
9901,57,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9902,57,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
9903,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,453000,0,1,0,0,1,0,0
9904,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1329000,1,1,1,0,0,0,0
9905,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9301000,1,0,0,1,0,0,0
9906,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,161000,0,0,0,1,0,0,0
9907,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,579000,0,0,0,1,0,0,0
9908,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1617000,0,0,0,1,0,0,0
9909,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,370000,1,0,1,0,0,0,0
9910,57,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1688000,0,0,1,0,0,0,0
9911,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2910000,0,0,1,0,0,0,0
9912,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3436000,1,1,0,1,0,0,0
9913,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2678000,0,0,1,0,0,0,1
9914,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1303000,0,0,1,0,0,0,0
9915,57,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1367000,0,0,1,0,0,0,0
9916,57,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,19000,0,0,0,1,0,0,0
9917,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,135000,0,0,0,1,0,0,0
9918,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,26394000,0,0,0,1,0,0,0
9919,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9920,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,-300000,0,1,0,1,0,0,0
9921,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1396000,0,0,0,1,0,0,1
9922,57,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3327000,0,0,0,1,0,0,0
9923,57,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,171000,0,0,0,1,0,0,0
9924,57,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,86000,0,0,0,1,0,0,0
9925,57,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9926,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2972000,0,0,0,1,0,0,0
9927,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,724000,0,0,0,1,0,0,0
9928,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,961000,0,1,0,1,0,0,0
9929,57,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,490000,0,0,0,1,0,0,0
9930,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,697000,0,0,0,1,0,0,0
